region,device_RAM,device_storage,new_price_dollars,device_category,condition_category,months_used,tradein_value_dollars
FCT & Environs,3,32,179.0,group5_samsung_lowend,fair,34,35.79999999999999
Lagos Island,12,256,1799.0,group2_samsung_premium,good,14,665.63
South South,4,64,110.18,group6_transsion,good,9,46.275600000000004
Lagos Mainland,4,128,137.71,group5_samsung_lowend,good,11,57.83820000000001
South South,4,64,130.0,group5_samsung_lowend,fair,20,36.400000000000006
South South,2,32,76.28,group7_others,fair,10,29.749200000000002
South South,4,64,190.0,group5_samsung_lowend,good,35,41.8
Lagos Mainland,4,64,125.7,group6_transsion,good,23,37.71000000000001
South South,4,128,191.3,group5_samsung_lowend,good,15,57.390000000000015
Lagos Mainland,4,64,123.66,group6_transsion,good,17,37.098000000000006
South South,8,256,849.0,group3_samsung_highend,fair,34,220.74
South South,4,128,174.85,group6_transsion,good,18,52.455000000000005
South East and Delta,2,32,83.91,group7_others,fair,13,23.4948
FCT & Environs,3,32,179.0,group5_samsung_lowend,good,34,39.379999999999995
FCT & Environs,2,32,89.73,group7_others,good,35,19.740599999999997
South East and Delta,2,32,80.69,group6_transsion,good,23,24.207000000000004
South East and Delta,3,64,106.9,group6_transsion,fair,9,41.691
FCT & Environs,4,64,190.0,group5_samsung_lowend,fair,35,37.99999999999999
South South,4,128,137.71,group5_samsung_lowend,good,11,57.83820000000001
West,2,64,136.25,group6_transsion,fair,20,38.150000000000006
Lagos Mainland,4,128,129.77,group6_transsion,good,7,54.503400000000006
South East and Delta,6,128,196.0,group5_samsung_lowend,good,35,43.12
South East and Delta,4,128,160.62,group6_transsion,good,15,48.18600000000001
Lagos Mainland,4,64,150.0,group5_samsung_lowend,good,12,63.00000000000001
Lagos Mainland,8,128,237.23,group7_others,good,4,99.6366
South East and Delta,6,128,196.0,group5_samsung_lowend,good,35,43.12
South South,1,16,83.11,group7_others,good,25,18.2842
Lagos Mainland,8,256,1059.0,group2_samsung_premium,fair,14,360.05999999999995
Lagos Mainland,4,64,123.66,group6_transsion,fair,17,34.6248
Lagos Mainland,2,64,106.63,group6_transsion,good,13,31.989000000000004
South South,8,128,237.02,group7_others,good,9,99.54840000000002
Lagos Mainland,2,32,89.73,group7_others,good,35,19.740599999999997
FCT & Environs,4,128,220.42,group4_samsung_midrange,fair,28,48.49239999999999
South South,2,32,80.69,group6_transsion,good,23,24.207000000000004
FCT & Environs,12,512,1919.99,group2_samsung_premium,fair,14,652.7965999999999
Lagos Mainland,6,128,395.18,group4_samsung_midrange,good,19,130.40939999999998
South East and Delta,4,64,106.44,group7_others,good,30,23.416799999999995
Lagos Mainland,4,64,119.58,group6_transsion,fair,33,23.915999999999993
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,35,39.19999999999999
South East and Delta,4,128,160.62,group6_transsion,good,15,48.18600000000001
Lagos Island,4,64,139.38,group7_others,excellent,19,44.60159999999999
South East and Delta,2,32,70.78,group7_others,fair,7,27.604200000000002
South East and Delta,1,16,83.11,group7_others,fair,25,16.621999999999996
Lagos Mainland,4,64,190.0,group5_samsung_lowend,fair,35,37.99999999999999
Lagos Mainland,6,128,259.17,group7_others,good,21,77.75100000000002
South South,6,128,179.62,group6_transsion,good,15,53.88600000000001
West,4,64,190.0,group5_samsung_lowend,good,35,41.8
Lagos Mainland,3,64,119.58,group7_others,good,19,35.874
South East and Delta,4,64,190.0,group5_samsung_lowend,good,35,41.8
South East and Delta,4,64,116.88,group6_transsion,fair,30,23.375999999999994
Lagos Mainland,2,64,136.25,group6_transsion,good,20,40.87500000000001
South South,2,64,83.74,group7_others,good,12,35.1708
West,12,256,1299.99,group2_samsung_premium,good,21,480.9963
FCT & Environs,4,128,379.0,group4_samsung_midrange,fair,55,37.89999999999999
South South,12,256,1001.48,group6_transsion,good,6,420.62160000000006
West,2,32,83.21,group6_transsion,fair,35,16.641999999999996
Lagos Island,4,128,119.8,group7_others,good,10,50.316
South East and Delta,3,64,106.9,group6_transsion,good,9,44.898
South South,4,64,119.58,group6_transsion,fair,50,11.957999999999997
South East and Delta,2,64,102.87,group6_transsion,fair,7,40.1193
Lagos Mainland,8,256,1049.99,group2_samsung_premium,fair,26,272.9974
South East and Delta,3,32,101.79,group5_samsung_lowend,good,14,30.537000000000006
South East and Delta,4,128,129.77,group6_transsion,good,7,54.503400000000006
Lagos Mainland,3,64,108.4,group6_transsion,good,39,16.26
South South,2,32,87.34,group6_transsion,good,31,19.214799999999997
West,8,256,849.0,group3_samsung_highend,good,34,246.21000000000004
Lagos Mainland,4,128,176.34,group6_transsion,good,18,52.90200000000001
Lagos Mainland,6,128,458.54,group3_samsung_highend,fair,31,119.22040000000001
Lagos Mainland,4,128,226.0,group4_samsung_midrange,fair,6,99.43999999999998
Lagos Mainland,4,64,190.0,group5_samsung_lowend,fair,35,37.99999999999999
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,35,39.19999999999999
Lagos Mainland,6,128,196.0,group5_samsung_lowend,good,35,43.12
South East and Delta,4,64,155.25,group6_transsion,excellent,14,49.67999999999999
South East and Delta,4,64,169.85,group7_others,good,17,50.955000000000005
Lagos Island,4,128,206.67,group7_others,fair,15,57.8676
South East and Delta,4,128,160.62,group6_transsion,good,15,48.18600000000001
South South,8,128,220.61,group6_transsion,good,18,66.183
South South,3,32,111.36,group5_samsung_lowend,good,12,46.77120000000001
FCT & Environs,6,128,196.0,group5_samsung_lowend,fair,35,39.19999999999999
Lagos Mainland,2,32,97.71,group6_transsion,good,15,29.313000000000002
Lagos Mainland,3,64,111.36,group5_samsung_lowend,good,12,46.77120000000001
South East and Delta,8,256,196.0,group7_others,good,20,58.80000000000001
South East and Delta,6,64,839.0,group3_samsung_highend,fair,68,83.89999999999998
Lagos Island,4,64,155.25,group6_transsion,good,15,46.57500000000001
South East and Delta,4,128,176.34,group6_transsion,excellent,18,56.428799999999995
Lagos Mainland,3,32,135.0,group5_samsung_lowend,good,49,16.2
South East and Delta,4,64,83.26,group7_others,good,27,18.3172
Lagos Mainland,8,128,196.05,group6_transsion,good,23,58.81500000000001
Lagos Mainland,2,32,97.71,group6_transsion,good,15,29.313000000000002
South East and Delta,8,256,510.1,group6_transsion,good,12,214.24200000000002
South East and Delta,8,128,188.09,group6_transsion,good,5,78.99780000000001
Lagos Mainland,2,32,97.71,group6_transsion,good,15,29.313000000000002
West,6,128,196.0,group5_samsung_lowend,good,36,43.12
West,4,64,190.0,group5_samsung_lowend,good,36,41.8
South South,4,128,185.98,group6_transsion,good,16,55.794000000000004
South East and Delta,4,128,165.23,group6_transsion,good,16,49.569
Lagos Mainland,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
South East and Delta,2,64,102.87,group6_transsion,good,7,43.205400000000004
South East and Delta,1,16,64.85,group6_transsion,good,27,14.266999999999998
West,4,128,140.0,group6_transsion,good,40,21.000000000000004
South East and Delta,1,32,56.36,group7_others,good,27,12.399199999999999
South East and Delta,2,64,102.87,group6_transsion,good,7,43.205400000000004
South East and Delta,4,64,123.66,group6_transsion,good,17,37.098000000000006
South East and Delta,4,64,123.66,group6_transsion,good,17,37.098000000000006
South East and Delta,8,128,141.09,group6_transsion,good,8,59.25780000000001
Lagos Mainland,4,128,165.23,group6_transsion,good,16,49.569
South East and Delta,4,128,185.98,group6_transsion,good,16,55.794000000000004
FCT & Environs,8,256,289.63,group6_transsion,fair,16,81.0964
South East and Delta,3,64,59.19,group7_others,good,7,24.8598
Lagos Island,12,256,1799.0,group2_samsung_premium,good,14,665.63
South South,2,64,102.87,group6_transsion,good,7,43.205400000000004
Lagos Mainland,6,128,421.74,group4_samsung_midrange,fair,20,126.52200000000002
Lagos Mainland,6,128,475.0,group3_samsung_highend,good,20,175.75
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
Lagos Mainland,6,128,421.77,group4_samsung_midrange,good,31,105.4425
North,4,128,200.0,group5_samsung_lowend,fair,7,78.0
Lagos Mainland,6,128,145.0,group6_transsion,good,37,21.750000000000004
North,4,64,190.0,group5_samsung_lowend,good,36,41.8
South South,2,64,95.24,group6_transsion,good,7,40.0008
Lagos Mainland,8,128,282.03,group7_others,good,21,84.60900000000001
Lagos Mainland,6,128,421.77,group4_samsung_midrange,good,32,105.4425
Lagos Mainland,3,32,97.25,group5_samsung_lowend,fair,24,27.230000000000004
West,1,32,63.3,group7_others,fair,25,12.659999999999997
Lagos Mainland,12,256,1799.0,group2_samsung_premium,fair,14,611.66
Lagos Mainland,12,256,1299.99,group2_samsung_premium,fair,21,441.99659999999994
South East and Delta,4,64,104.68,group7_others,good,4,43.96560000000001
Lagos Island,6,128,177.6,group6_transsion,good,29,39.071999999999996
South East and Delta,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
Lagos Mainland,1,16,98.83,group7_others,good,21,29.649000000000004
North,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
West,12,256,1299.99,group2_samsung_premium,good,21,480.9963
South East and Delta,2,32,55.48,group7_others,good,11,23.3016
Lagos Mainland,8,256,584.0,group3_samsung_highend,good,7,297.84000000000003
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
South South,4,64,165.29,group6_transsion,good,23,49.587
South East and Delta,4,64,139.6,group7_others,good,39,20.94
Lagos Mainland,3,32,71.26,group7_others,good,28,15.6772
Lagos Mainland,4,64,190.0,group5_samsung_lowend,good,36,41.8
Lagos Island,4,64,190.0,group5_samsung_lowend,good,36,41.8
West,4,128,155.59,group6_transsion,fair,28,31.117999999999995
West,8,256,194.43,group6_transsion,good,7,81.66060000000002
FCT & Environs,4,64,190.0,group5_samsung_lowend,good,36,41.8
Lagos Mainland,4,64,150.0,group5_samsung_lowend,good,12,63.00000000000001
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
South East and Delta,8,128,193.76,group7_others,good,42,29.064000000000004
South South,8,128,228.49,group6_transsion,good,23,68.54700000000001
Lagos Island,8,256,190.71,group6_transsion,good,6,80.0982
FCT & Environs,4,64,122.16,group6_transsion,good,19,36.648
South East and Delta,6,128,135.56,group7_others,good,10,56.93520000000001
South South,8,128,167.75,group6_transsion,good,7,70.45500000000001
South East and Delta,4,128,131.75,group6_transsion,good,24,39.525000000000006
Lagos Mainland,4,128,200.0,group5_samsung_lowend,fair,7,78.0
South East and Delta,6,128,395.18,group4_samsung_midrange,good,20,130.40939999999998
West,2,32,89.93,group7_others,good,14,26.979000000000006
South East and Delta,3,64,102.86,group6_transsion,fair,9,40.1154
South East and Delta,6,128,196.0,group5_samsung_lowend,good,36,43.12
South East and Delta,8,256,239.5,group6_transsion,good,25,52.68999999999999
South East and Delta,2,32,100.54,group6_transsion,good,43,15.081000000000003
South East and Delta,6,128,421.74,group4_samsung_midrange,fair,20,126.52200000000002
South East and Delta,8,256,245.0,group6_transsion,good,6,102.9
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
West,6,128,196.0,group5_samsung_lowend,good,36,43.12
West,6,128,196.0,group5_samsung_lowend,good,36,43.12
Lagos Island,4,64,190.0,group5_samsung_lowend,good,36,41.8
Lagos Island,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
Lagos Mainland,4,128,119.8,group7_others,good,10,50.316
North,12,256,1299.99,group2_samsung_premium,fair,21,441.99659999999994
West,6,128,196.0,group5_samsung_lowend,good,36,43.12
FCT & Environs,3,32,199.99,group5_samsung_lowend,good,30,43.9978
FCT & Environs,4,64,190.0,group5_samsung_lowend,good,36,41.8
Lagos Mainland,6,128,162.48,group6_transsion,good,29,35.745599999999996
Lagos Island,4,64,155.25,group6_transsion,good,15,46.57500000000001
South South,4,64,119.58,group6_transsion,fair,13,33.482400000000005
South South,4,64,139.38,group7_others,good,20,41.81400000000001
Lagos Mainland,3,32,97.25,group5_samsung_lowend,good,24,29.175000000000004
South South,2,32,100.95,group7_others,fair,31,20.189999999999998
FCT & Environs,8,256,546.0,group3_samsung_highend,fair,32,141.96
South East and Delta,4,128,200.0,group5_samsung_lowend,good,7,84.00000000000001
West,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
South South,4,128,799.0,group1_apple,fair,26,271.65999999999997
South East and Delta,2,32,70.78,group7_others,good,7,29.727600000000002
South South,4,256,949.0,group1_apple,good,50,199.28999999999996
South East and Delta,4,64,185.0,group5_samsung_lowend,good,7,77.7
West,8,256,263.06,group6_transsion,good,13,78.918
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
FCT & Environs,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
South South,3,64,102.86,group6_transsion,good,9,43.20120000000001
Lagos Mainland,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
Lagos Mainland,4,64,151.74,group6_transsion,good,8,63.73080000000001
South East and Delta,4,64,139.38,group7_others,good,20,41.81400000000001
South East and Delta,2,32,76.25,group7_others,good,9,32.025000000000006
South South,4,64,147.11,group7_others,good,24,44.13300000000001
Lagos Mainland,4,64,143.78,group5_samsung_lowend,good,15,43.13400000000001
Lagos Mainland,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
South East and Delta,6,128,179.62,group6_transsion,good,16,53.88600000000001
South South,6,128,196.0,group5_samsung_lowend,good,36,43.12
North,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
Lagos Mainland,4,64,123.66,group6_transsion,fair,18,34.6248
Lagos Mainland,8,256,1049.99,group2_samsung_premium,fair,21,356.99659999999994
Lagos Mainland,4,64,147.11,group7_others,good,24,44.13300000000001
Lagos Island,2,64,102.87,group6_transsion,good,7,43.205400000000004
South East and Delta,4,64,159.0,group5_samsung_lowend,good,33,34.98
Lagos Mainland,4,64,190.0,group5_samsung_lowend,good,36,41.8
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
South South,8,128,188.09,group6_transsion,good,5,78.99780000000001
Lagos Mainland,8,128,196.05,group6_transsion,good,24,58.81500000000001
South South,4,64,139.38,group7_others,good,20,41.81400000000001
South East and Delta,4,128,200.0,group5_samsung_lowend,fair,7,78.0
South South,2,64,95.27,group6_transsion,good,8,40.013400000000004
South East and Delta,6,128,196.0,group5_samsung_lowend,good,36,43.12
South South,6,128,145.71,group6_transsion,fair,28,29.141999999999996
Lagos Mainland,1,16,61.71,group7_others,fair,35,12.341999999999997
South East and Delta,8,256,259.36,group7_others,good,6,108.93120000000002
Lagos Mainland,4,128,165.23,group6_transsion,good,16,49.569
Lagos Mainland,4,128,165.23,group6_transsion,good,16,49.569
West,6,128,196.0,group5_samsung_lowend,good,36,43.12
South South,4,128,129.77,group6_transsion,good,7,54.503400000000006
South South,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
Lagos Mainland,8,256,263.49,group6_transsion,good,6,110.66580000000002
West,3,32,130.0,group5_samsung_lowend,good,24,39.00000000000001
South South,4,128,162.36,group7_others,fair,21,45.460800000000006
Lagos Mainland,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
South East and Delta,2,32,96.52,group6_transsion,good,22,28.956000000000003
South South,8,256,1059.0,group2_samsung_premium,fair,14,360.05999999999995
South East and Delta,2,64,102.87,group6_transsion,good,7,43.205400000000004
West,4,128,185.98,group6_transsion,excellent,16,59.51359999999999
South South,4,64,123.66,group6_transsion,good,17,37.098000000000006
Lagos Mainland,4,64,122.16,group6_transsion,good,19,36.648
Lagos Mainland,4,64,190.0,group5_samsung_lowend,good,36,41.8
West,4,64,165.29,group6_transsion,good,23,49.587
West,2,32,100.65,group6_transsion,good,43,15.097500000000004
Lagos Island,4,64,190.0,group5_samsung_lowend,good,36,41.8
Lagos Island,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
South East and Delta,3,32,101.79,group5_samsung_lowend,good,15,30.537000000000006
South East and Delta,8,128,277.46,group7_others,good,21,83.238
South East and Delta,6,128,196.0,group5_samsung_lowend,good,36,43.12
Lagos Mainland,4,64,190.0,group5_samsung_lowend,fair,36,37.99999999999999
South South,6,128,196.0,group5_samsung_lowend,good,36,43.12
Lagos Mainland,6,128,196.0,group5_samsung_lowend,fair,36,39.19999999999999
North,6,128,196.0,group5_samsung_lowend,good,36,43.12
West,4,128,185.98,group6_transsion,fair,16,52.074400000000004
South East and Delta,2,64,83.74,group7_others,good,13,25.122000000000003
South East and Delta,8,128,167.75,group6_transsion,fair,8,65.4225
Lagos Mainland,3,32,111.36,group5_samsung_lowend,good,13,33.408
South South,6,128,110.0,group7_others,good,33,24.199999999999996
Lagos Mainland,2,32,89.93,group6_transsion,good,25,19.784599999999998
Lagos Island,4,64,119.85,group6_transsion,good,30,26.366999999999997
